ID,name,cost,category,is_consumable,part_number,description,last_price,asset_name,location_name,quantity,assigned_to,barcode,vendor
972,Controller SSD,287.2,Network,false,SSD-WLC-CT39,SSD for wireless controller,293.73,WiFi-Controller-CT-39,Office Floor 1 - CT-39,21,Network Engineer,PRT-CT39-0972,Cisco
973,PoE Injector,74.31,Network,false,POE-AP-CT39,802.3at PoE injector,76.72,Access-Point-CT-39,Office Floor 2 - CT-39,32,Network Engineer,PRT-CT39-0973,Aruba
974,GPU Accelerator,13355.61,Server,false,GPU-A100-CT39,NVIDIA A100 Tensor Core GPU,13497.94,AI-Analytics-Server-CT-39,Lab A - CT-39,2,AI Specialist,PRT-CT39-0974,NVIDIA
975,Capture SSD,511.79,Network,false,SSD-NMA-CT39,High-write SSD for packet capture,526.63,Monitoring-Appliance-CT-39,Workshop - CT-39,8,Network Engineer,PRT-CT39-0975,Fluke
976,SSD Module,432.68,Network,false,SSD-OBS-BD40,Enterprise SSD for monitoring appliance,421.32,Monitoring-System-BD-40,Infrastructure Site - BD-40,16,Network Engineer,PRT-BD40-0976,SolarWinds
977,Cisco Line Card,8586.26,Network,false,LC-ASR-BD40,100G line card for ASR series router,8534.44,Core-Router-BD-40,Network Operations Center (NOC) - BD-40,29,Network Engineer,PRT-BD40-0977,Cisco
978,RAID Drive,390.36,Security,false,DRV-VMS-BD40,12TB surveillance-rated HDD,396.13,Security-VMS-Server-BD-40,Security Operations Center (SOC) - BD-40,17,Security Officer,PRT-BD40-0978,Milestone
979,Server Memory Kit,641.17,Server,false,RAM-R750-BD40,64GB DDR4 RDIMM memory kit,635.2,Virtualization-Host-BD-40,Server Room A - BD-40,26,System Administrator,PRT-BD40-0979,Dell
980,NVMe SSD,1137.99,Server,false,SSD-AFF-BD40,Enterprise NVMe SSD for storage array,1129.72,Storage-Array-BD-40,Server Room B - BD-40,12,Storage Administrator,PRT-BD40-0980,NetApp
981,Juniper Transceiver,250.71,Network,false,SFP-EX-BD40,10G SFP+ transceiver,252.42,Access-Switch-BD-40,Network Closet - BD-40,55,Network Engineer,PRT-BD40-0981,Juniper
982,Access Card,12.09,Security,true,CARD-N2-BD40,Proximity access card,12.42,Access-Control-Panel-BD-40,Access Control Room - BD-40,323,Security Officer,PRT-BD40-0982,Paxton
983,Surveillance HDD,273.4,Security,false,HDD-NVR-BD40,8TB surveillance hard drive,286.66,NVR-BD-40,Video Surveillance Room - BD-40,12,Security Officer,PRT-BD40-0983,Hikvision
984,UPS Battery Module,404.27,Power,false,BATT-SRT-BD40,Replacement battery cartridge,405.08,UPS-BD-40,UPS Room - BD-40,23,Electrician,PRT-BD40-0984,APC
985,Contactor Kit,639.1,Power,false,CTK-ATS-BD40,Replacement contactor set for ATS panel,627.66,ATS-Panel-BD-40,Electrical Room - BD-40,25,Electrician,PRT-BD40-0985,Schneider Electric
986,Air Filter Kit,90.66,Cooling,true,FLT-PDX-BD40,Precision cooling filter pack,93.96,CRAC-Unit-BD-40,HVAC Plant - BD-40,310,HVAC Technician,PRT-BD40-0986,Vertiv
987,Generator Service Kit,191.36,Power,true,SVK-GEN-BD40,"Oil, air and fuel filter service kit",190.85,Generator-BD-40,Generator Yard - BD-40,137,Electrician,PRT-BD40-0987,Cummins
988,Camera Module,136.87,Security,false,CAM-KSK-BD40,Replacement facial recognition camera,143.23,Visitor-Kiosk-BD-40,Reception - BD-40,25,Security Officer,PRT-BD40-0988,ZKTeco
989,Mounting Bracket,58.28,Security,false,MBR-CAM-BD40,Outdoor mounting bracket,59.78,Loading-Bay-Camera-BD-40,Loading Bay - BD-40,9,Security Officer,PRT-BD40-0989,Hikvision
990,Radio Mount Kit,103.43,Network,false,MKT-IP20-BD40,Microwave radio mounting kit,102.47,Microwave-Radio-BD-40,Roof - BD-40,18,Field Technician,PRT-BD40-0990,Ceragon
991,LC Connector Pack,16.79,Cabling,true,LC-CONN-BD40,Single-mode LC connector pack,16.65,Fiber-Patch-Panel-BD-40,IDF Room 1 - BD-40,274,Cabling Technician,PRT-BD40-0991,Corning
992,Power Supply Module,377.55,Network,false,PSU-C93-BD40,Replacement switch power supply,373.75,Edge-Switch-BD-40,IDF Room 2 - BD-40,41,Network Engineer,PRT-BD40-0992,Cisco
993,RF Jumper Cable,86.2,Cellular,true,RFC-AIR-BD40,Low-loss RF jumper cable,90.37,5G-Antenna-BD-40,Telecom Mast - BD-40,347,Field Technician,PRT-BD40-0993,Ericsson
994,Timing Module,828.57,Cellular,false,TIM-BBU-BD40,Synchronization module for BBU,806.66,Baseband-Unit-BD-40,Base Station - BD-40,4,Field Technician,PRT-BD40-0994,Nokia
995,Surge Protector,67.63,Cellular,true,SPD-RRU-BD40,Outdoor RF surge protector,68.6,Radio-Unit-BD-40,Antenna Array - BD-40,212,Field Technician,PRT-BD40-0995,Ericsson
996,Antenna Kit,46.16,Facilities,false,ANT-IOT-BD40,LTE antenna kit for gateway,46.15,Sensor-Gateway-BD-40,Storage Room - BD-40,2,Facilities Supervisor,PRT-BD40-0996,Advantech
997,Controller SSD,281.36,Network,false,SSD-WLC-BD40,SSD for wireless controller,285.98,WiFi-Controller-BD-40,Office Floor 1 - BD-40,6,Network Engineer,PRT-BD40-0997,Cisco
998,PoE Injector,74.05,Network,false,POE-AP-BD40,802.3at PoE injector,75.46,Access-Point-BD-40,Office Floor 2 - BD-40,31,Network Engineer,PRT-BD40-0998,Aruba
999,GPU Accelerator,11528.71,Server,false,GPU-A100-BD40,NVIDIA A100 Tensor Core GPU,11911.93,AI-Analytics-Server-BD-40,Lab A - BD-40,5,AI Specialist,PRT-BD40-0999,NVIDIA
1000,Capture SSD,515.81,Network,false,SSD-NMA-BD40,High-write SSD for packet capture,532.63,Monitoring-Appliance-BD-40,Workshop - BD-40,10,Network Engineer,PRT-BD40-1000,Fluke
