ID,Status,Name,Description,Area,Parent Asset,Location Name,Barcode,Category,Assigned To,Warranty Expiry Date,Additional Info,Serial Number,Teams names,Associated Parts,Vendor,Contractor
894,DOWN,Baseband-Unit-HCM-36,Nokia AirScale Baseband Unit,South,,Base Station - HCM-36,BBU-HCM36,Cellular Equipment,Field Technician,2027-03-24,Baseband processing for radio access network,BBUHCM3676088,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
895,OPERATIONAL,Radio-Unit-HCM-36,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-HCM-36,Antenna Array - HCM-36,RRU-HCM36,Cellular Equipment,Field Technician,2027-03-10,Remote radio head for sector coverage,RRUHCM3622844,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
896,OPERATIONAL,Sensor-Gateway-HCM-36,Advantech WISE-6610 IoT Gateway,South,,Storage Room - HCM-36,IOT-HCM36,IoT,Facilities Supervisor,2029-07-15,Environmental and utility sensor concentrator,IOTHCM3620890,Facilities,"Antenna Kit, DIN Clips",Advantech,
897,OPERATIONAL,WiFi-Controller-HCM-36,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - HCM-36,WLC-HCM36,Network Equipment,Network Engineer,2030-02-17,Centralized wireless controller,WLCHCM3663296,Network Operations,"Power Supplies, SSDs",Cisco,
898,OPERATIONAL,Access-Point-HCM-36,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-HCM-36,Office Floor 2 - HCM-36,AP-HCM36,Network Equipment,Network Engineer,2028-03-22,Wi-Fi 6 indoor wireless access point,APHCM3648769,Network Operations,"Mounting Kit, PoE Injector",Aruba,
899,OPERATIONAL,AI-Analytics-Server-HCM-36,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - HCM-36,AIS-HCM36,Servers,AI Specialist,2028-05-04,Accelerated AI processing node,AISHCM3621892,AI Operations,"GPUs, NVLink Cables",NVIDIA,
900,OPERATIONAL,Monitoring-Appliance-HCM-36,Fluke OptiView XG Network Monitoring Appliance,South,Monitoring-System-HCM-36,Workshop - HCM-36,NMA-HCM36,Network Equipment,Network Engineer,2027-02-02,Portable and fixed network diagnostics appliance,NMAHCM3670199,Network Operations,"SFP Modules, SSDs",Fluke,
901,OPERATIONAL,Monitoring-System-DN-37,SolarWinds Hybrid Cloud Observability Appliance,Central,,Infrastructure Site - DN-37,MON-DN37,Network Equipment,Network Engineer,2030-03-14,Central site monitoring appliance,MONDN3713199,Network Operations,"Power Supplies, SSDs",SolarWinds,
902,OPERATIONAL,Core-Router-DN-37,Cisco ASR 9904 Core Router,Central,,Network Operations Center (NOC) - DN-37,RTR-DN37,Network Equipment,Network Engineer,2029-07-20,Core network routing platform,RTRDN3728169,Network Operations,"Line Cards, Power Supplies",Cisco,
903,OPERATIONAL,Security-VMS-Server-DN-37,Milestone Husky IVO 350R Video Management Server,Central,,Security Operations Center (SOC) - DN-37,VMS-DN37,Security,Security Officer,2030-12-11,Video management and recording server,VMSDN3758551,Security Operations,"RAID Drives, PSUs",Milestone,
904,OPERATIONAL,Virtualization-Host-DN-37,Dell PowerEdge R750 Virtualization Host,Central,,Server Room A - DN-37,SRV-DN37,Servers,System Administrator,2030-07-07,Virtualization compute cluster node,SRVDN3793021,Server Operations,"RAM, NVMe Drives",Dell,
905,DOWN,Storage-Array-DN-37,NetApp AFF A250 Storage Array,Central,,Server Room B - DN-37,SAN-DN37,Storage,Storage Administrator,2027-01-03,Shared storage array for critical workloads,SANDN3719266,Server Operations,"SSDs, Controllers",NetApp,
906,DOWN,Access-Switch-DN-37,Juniper EX4300 Access Switch,Central,,Network Closet - DN-37,SW-DN37,Network Equipment,Network Engineer,2029-02-27,Access layer switch for wired users,SWDN3753634,Network Operations,"Transceivers, Fans",Juniper,
907,OPERATIONAL,Access-Control-Panel-DN-37,Paxton Net2 Plus Access Control Panel,Central,,Access Control Room - DN-37,ACP-DN37,Security,Security Officer,2029-12-23,Door access control and credential management,ACPDN3765823,Security Operations,"Power Supply, Readers",Paxton,
908,OPERATIONAL,NVR-DN-37,Hikvision DS-9632NI-M8 Network Video Recorder,Central,,Video Surveillance Room - DN-37,NVR-DN37,Security,Security Officer,2028-07-06,Central CCTV recording system,NVRDN3790281,Security Operations,"Hard Drives, Fans",Hikvision,
909,OPERATIONAL,UPS-DN-37,APC Smart-UPS SRT 3000VA,Central,,UPS Room - DN-37,UPS-DN37,Power,Electrician,2030-01-15,Online double-conversion UPS,UPSDN3799740,Facilities,"Batteries, Fan Kits",APC,
910,OPERATIONAL,ATS-Panel-DN-37,Schneider EasyPact Automatic Transfer Switch,Central,,Electrical Room - DN-37,ATS-DN37,Power,Electrician,2027-06-15,Automatic mains/generator transfer switch,ATSDN3717184,Facilities,"Breakers, Contact Kits",Schneider Electric,
911,COMMISSIONING,CRAC-Unit-DN-37,Vertiv Liebert PDX Precision Cooling Unit,Central,,HVAC Plant - DN-37,CRAC-DN37,Cooling,HVAC Technician,2029-11-20,Precision cooling for IT spaces,CRACDN3798428,Facilities,"Filters, Compressor Kits",Vertiv,VN Facilities Services
912,OPERATIONAL,Generator-DN-37,Cummins C275D5 Backup Generator,Central,,Generator Yard - DN-37,GEN-DN37,Power,Electrician,2027-08-16,Standby diesel generator set,GENDN3715357,Facilities,"Filters, Starter Batteries",Cummins,
913,OPERATIONAL,Visitor-Kiosk-DN-37,ZKTeco SpeedFace-V5L Visitor Kiosk,Central,,Reception - DN-37,KSK-DN37,Security,Security Officer,2029-01-18,Visitor registration and facial verification terminal,KSKDN3794957,Security Operations,"Touch Panel, Camera Module",ZKTeco,
914,OPERATIONAL,Loading-Bay-Camera-DN-37,Hikvision DS-2CD2686G2 Bullet Camera,Central,,Loading Bay - DN-37,CCTV-DN37,Security,Security Officer,2030-02-18,High-resolution loading dock surveillance camera,CCTVDN3783499,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
915,OPERATIONAL,Microwave-Radio-DN-37,Ceragon IP-20C Microwave Radio,Central,,Roof - DN-37,MWR-DN37,Network Equipment,Field Technician,2030-12-23,Roof-top point-to-point backhaul radio,MWRDN3728141,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
916,OPERATIONAL,Fiber-Patch-Panel-DN-37,Corning EDGE Fiber Patch Panel,Central,,IDF Room 1 - DN-37,FPP-DN37,Cabling,Cabling Technician,2028-11-16,Structured fiber distribution panel,FPPDN3724884,Infrastructure,"LC Connectors, Adapter Packs",Corning,
917,OPERATIONAL,Edge-Switch-DN-37,Cisco Catalyst 9300 Edge Switch,Central,,IDF Room 2 - DN-37,ESW-DN37,Network Equipment,Network Engineer,2030-08-22,Edge switch for floor distribution,ESWDN3786037,Network Operations,"Power Supplies, SFP Modules",Cisco,
918,OPERATIONAL,5G-Antenna-DN-37,Ericsson AIR 6488 Massive MIMO Antenna,Central,,Telecom Mast - DN-37,ANT-DN37,Cellular Equipment,Field Technician,2030-12-10,5G radio antenna system,ANTDN3739548,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
919,OPERATIONAL,Baseband-Unit-DN-37,Nokia AirScale Baseband Unit,Central,,Base Station - DN-37,BBU-DN37,Cellular Equipment,Field Technician,2028-10-18,Baseband processing for radio access network,BBUDN3799158,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
920,OPERATIONAL,Radio-Unit-DN-37,Ericsson Radio 4422 Remote Radio Unit,Central,Baseband-Unit-DN-37,Antenna Array - DN-37,RRU-DN37,Cellular Equipment,Field Technician,2029-05-16,Remote radio head for sector coverage,RRUDN3755249,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
921,OPERATIONAL,Sensor-Gateway-DN-37,Advantech WISE-6610 IoT Gateway,Central,,Storage Room - DN-37,IOT-DN37,IoT,Facilities Supervisor,2029-07-15,Environmental and utility sensor concentrator,IOTDN3779033,Facilities,"Antenna Kit, DIN Clips",Advantech,
922,OPERATIONAL,WiFi-Controller-DN-37,Cisco Catalyst 9800-L Wireless Controller,Central,,Office Floor 1 - DN-37,WLC-DN37,Network Equipment,Network Engineer,2027-09-09,Centralized wireless controller,WLCDN3779717,Network Operations,"Power Supplies, SSDs",Cisco,
923,MAINTENANCE,Access-Point-DN-37,Aruba AP-515 Wireless Access Point,Central,WiFi-Controller-DN-37,Office Floor 2 - DN-37,AP-DN37,Network Equipment,Network Engineer,2030-10-21,Wi-Fi 6 indoor wireless access point,APDN3748307,Network Operations,"Mounting Kit, PoE Injector",Aruba,
924,MAINTENANCE,AI-Analytics-Server-DN-37,NVIDIA DGX A100 AI Analytics Server,Central,,Lab A - DN-37,AIS-DN37,Servers,AI Specialist,2029-01-23,Accelerated AI processing node,AISDN3718601,AI Operations,"GPUs, NVLink Cables",NVIDIA,Danang Engineering Works
925,OPERATIONAL,Monitoring-Appliance-DN-37,Fluke OptiView XG Network Monitoring Appliance,Central,,Workshop - DN-37,NMA-DN37,Network Equipment,Network Engineer,2027-06-28,Portable and fixed network diagnostics appliance,NMADN3747797,Network Operations,"SFP Modules, SSDs",Fluke,
926,OPERATIONAL,Monitoring-System-HP-38,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HP-38,MON-HP38,Network Equipment,Network Engineer,2027-06-07,Central site monitoring appliance,MONHP3846168,Network Operations,"Power Supplies, SSDs",SolarWinds,
927,OPERATIONAL,Core-Router-HP-38,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HP-38,RTR-HP38,Network Equipment,Network Engineer,2027-08-18,Core network routing platform,RTRHP3875054,Network Operations,"Line Cards, Power Supplies",Cisco,
928,DOWN,Security-VMS-Server-HP-38,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HP-38,VMS-HP38,Security,Security Officer,2027-11-05,Video management and recording server,VMSHP3878247,Security Operations,"RAID Drives, PSUs",Milestone,
929,OPERATIONAL,Virtualization-Host-HP-38,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HP-38,SRV-HP38,Servers,System Administrator,2030-07-08,Virtualization compute cluster node,SRVHP3864596,Server Operations,"RAM, NVMe Drives",Dell,
930,OPERATIONAL,Storage-Array-HP-38,NetApp AFF A250 Storage Array,North,,Server Room B - HP-38,SAN-HP38,Storage,Storage Administrator,2030-10-29,Shared storage array for critical workloads,SANHP3827305,Server Operations,"SSDs, Controllers",NetApp,
931,OPERATIONAL,Access-Switch-HP-38,Juniper EX4300 Access Switch,North,,Network Closet - HP-38,SW-HP38,Network Equipment,Network Engineer,2029-08-28,Access layer switch for wired users,SWHP3868177,Network Operations,"Transceivers, Fans",Juniper,
932,OPERATIONAL,Access-Control-Panel-HP-38,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HP-38,ACP-HP38,Security,Security Officer,2030-08-13,Door access control and credential management,ACPHP3834780,Security Operations,"Power Supply, Readers",Paxton,
933,OPERATIONAL,NVR-HP-38,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HP-38,NVR-HP38,Security,Security Officer,2027-05-09,Central CCTV recording system,NVRHP3840451,Security Operations,"Hard Drives, Fans",Hikvision,
934,OPERATIONAL,UPS-HP-38,APC Smart-UPS SRT 3000VA,North,,UPS Room - HP-38,UPS-HP38,Power,Electrician,2029-11-30,Online double-conversion UPS,UPSHP3854930,Facilities,"Batteries, Fan Kits",APC,
935,OPERATIONAL,ATS-Panel-HP-38,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HP-38,ATS-HP38,Power,Electrician,2030-09-04,Automatic mains/generator transfer switch,ATSHP3887772,Facilities,"Breakers, Contact Kits",Schneider Electric,
936,OPERATIONAL,CRAC-Unit-HP-38,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HP-38,CRAC-HP38,Cooling,HVAC Technician,2030-09-25,Precision cooling for IT spaces,CRACHP3881888,Facilities,"Filters, Compressor Kits",Vertiv,
937,OPERATIONAL,Generator-HP-38,Cummins C275D5 Backup Generator,North,,Generator Yard - HP-38,GEN-HP38,Power,Electrician,2029-06-30,Standby diesel generator set,GENHP3850172,Facilities,"Filters, Starter Batteries",Cummins,
938,MAINTENANCE,Visitor-Kiosk-HP-38,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HP-38,KSK-HP38,Security,Security Officer,2027-12-18,Visitor registration and facial verification terminal,KSKHP3839724,Security Operations,"Touch Panel, Camera Module",ZKTeco,
939,OPERATIONAL,Loading-Bay-Camera-HP-38,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HP-38,CCTV-HP38,Security,Security Officer,2028-08-13,High-resolution loading dock surveillance camera,CCTVHP3816202,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
940,OPERATIONAL,Microwave-Radio-HP-38,Ceragon IP-20C Microwave Radio,North,,Roof - HP-38,MWR-HP38,Network Equipment,Field Technician,2027-10-31,Roof-top point-to-point backhaul radio,MWRHP3869759,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
941,OPERATIONAL,Fiber-Patch-Panel-HP-38,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HP-38,FPP-HP38,Cabling,Cabling Technician,2027-12-07,Structured fiber distribution panel,FPPHP3831075,Infrastructure,"LC Connectors, Adapter Packs",Corning,
942,OPERATIONAL,Edge-Switch-HP-38,Cisco Catalyst 9300 Edge Switch,North,Core-Router-HP-38,IDF Room 2 - HP-38,ESW-HP38,Network Equipment,Network Engineer,2030-12-28,Edge switch for floor distribution,ESWHP3832984,Network Operations,"Power Supplies, SFP Modules",Cisco,
943,OPERATIONAL,5G-Antenna-HP-38,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HP-38,ANT-HP38,Cellular Equipment,Field Technician,2030-12-21,5G radio antenna system,ANTHP3830117,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
944,OPERATIONAL,Baseband-Unit-HP-38,Nokia AirScale Baseband Unit,North,,Base Station - HP-38,BBU-HP38,Cellular Equipment,Field Technician,2027-11-27,Baseband processing for radio access network,BBUHP3851500,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
945,OPERATIONAL,Radio-Unit-HP-38,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HP-38,Antenna Array - HP-38,RRU-HP38,Cellular Equipment,Field Technician,2030-03-22,Remote radio head for sector coverage,RRUHP3834182,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
946,OPERATIONAL,Sensor-Gateway-HP-38,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HP-38,IOT-HP38,IoT,Facilities Supervisor,2028-02-25,Environmental and utility sensor concentrator,IOTHP3814546,Facilities,"Antenna Kit, DIN Clips",Advantech,
947,OPERATIONAL,WiFi-Controller-HP-38,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HP-38,WLC-HP38,Network Equipment,Network Engineer,2030-09-25,Centralized wireless controller,WLCHP3855068,Network Operations,"Power Supplies, SSDs",Cisco,
948,OPERATIONAL,Access-Point-HP-38,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HP-38,Office Floor 2 - HP-38,AP-HP38,Network Equipment,Network Engineer,2027-10-30,Wi-Fi 6 indoor wireless access point,APHP3880761,Network Operations,"Mounting Kit, PoE Injector",Aruba,
949,OPERATIONAL,AI-Analytics-Server-HP-38,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HP-38,AIS-HP38,Servers,AI Specialist,2027-11-29,Accelerated AI processing node,AISHP3825923,AI Operations,"GPUs, NVLink Cables",NVIDIA,
950,OPERATIONAL,Monitoring-Appliance-HP-38,Fluke OptiView XG Network Monitoring Appliance,North,,Workshop - HP-38,NMA-HP38,Network Equipment,Network Engineer,2027-02-21,Portable and fixed network diagnostics appliance,NMAHP3829055,Network Operations,"SFP Modules, SSDs",Fluke,
951,COMMISSIONING,Monitoring-System-CT-39,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - CT-39,MON-CT39,Network Equipment,Network Engineer,2029-07-27,Central site monitoring appliance,MONCT3930454,Network Operations,"Power Supplies, SSDs",SolarWinds,Red River Power Co.
952,OPERATIONAL,Core-Router-CT-39,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - CT-39,RTR-CT39,Network Equipment,Network Engineer,2030-08-18,Core network routing platform,RTRCT3972116,Network Operations,"Line Cards, Power Supplies",Cisco,
953,STANDBY,Security-VMS-Server-CT-39,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - CT-39,VMS-CT39,Security,Security Officer,2028-08-16,Video management and recording server,VMSCT3985199,Security Operations,"RAID Drives, PSUs",Milestone,
954,OPERATIONAL,Virtualization-Host-CT-39,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - CT-39,SRV-CT39,Servers,System Administrator,2030-09-27,Virtualization compute cluster node,SRVCT3984086,Server Operations,"RAM, NVMe Drives",Dell,
955,OPERATIONAL,Storage-Array-CT-39,NetApp AFF A250 Storage Array,South,,Server Room B - CT-39,SAN-CT39,Storage,Storage Administrator,2029-06-24,Shared storage array for critical workloads,SANCT3924721,Server Operations,"SSDs, Controllers",NetApp,
956,DOWN,Access-Switch-CT-39,Juniper EX4300 Access Switch,South,,Network Closet - CT-39,SW-CT39,Network Equipment,Network Engineer,2029-09-07,Access layer switch for wired users,SWCT3928274,Network Operations,"Transceivers, Fans",Juniper,
957,OPERATIONAL,Access-Control-Panel-CT-39,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - CT-39,ACP-CT39,Security,Security Officer,2030-10-20,Door access control and credential management,ACPCT3950380,Security Operations,"Power Supply, Readers",Paxton,
958,OPERATIONAL,NVR-CT-39,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - CT-39,NVR-CT39,Security,Security Officer,2027-02-20,Central CCTV recording system,NVRCT3938883,Security Operations,"Hard Drives, Fans",Hikvision,
959,OPERATIONAL,UPS-CT-39,APC Smart-UPS SRT 3000VA,South,,UPS Room - CT-39,UPS-CT39,Power,Electrician,2029-07-02,Online double-conversion UPS,UPSCT3989711,Facilities,"Batteries, Fan Kits",APC,
960,OPERATIONAL,ATS-Panel-CT-39,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - CT-39,ATS-CT39,Power,Electrician,2030-08-06,Automatic mains/generator transfer switch,ATSCT3946428,Facilities,"Breakers, Contact Kits",Schneider Electric,
961,OPERATIONAL,CRAC-Unit-CT-39,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - CT-39,CRAC-CT39,Cooling,HVAC Technician,2028-02-05,Precision cooling for IT spaces,CRACCT3980570,Facilities,"Filters, Compressor Kits",Vertiv,
962,OPERATIONAL,Generator-CT-39,Cummins C275D5 Backup Generator,South,,Generator Yard - CT-39,GEN-CT39,Power,Electrician,2029-07-01,Standby diesel generator set,GENCT3977081,Facilities,"Filters, Starter Batteries",Cummins,
963,OPERATIONAL,Visitor-Kiosk-CT-39,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - CT-39,KSK-CT39,Security,Security Officer,2029-03-18,Visitor registration and facial verification terminal,KSKCT3951649,Security Operations,"Touch Panel, Camera Module",ZKTeco,
964,OPERATIONAL,Loading-Bay-Camera-CT-39,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - CT-39,CCTV-CT39,Security,Security Officer,2030-05-20,High-resolution loading dock surveillance camera,CCTVCT3917346,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
965,OPERATIONAL,Microwave-Radio-CT-39,Ceragon IP-20C Microwave Radio,South,,Roof - CT-39,MWR-CT39,Network Equipment,Field Technician,2030-09-27,Roof-top point-to-point backhaul radio,MWRCT3929391,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
966,OPERATIONAL,Fiber-Patch-Panel-CT-39,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - CT-39,FPP-CT39,Cabling,Cabling Technician,2029-05-25,Structured fiber distribution panel,FPPCT3958867,Infrastructure,"LC Connectors, Adapter Packs",Corning,
967,OPERATIONAL,Edge-Switch-CT-39,Cisco Catalyst 9300 Edge Switch,South,Core-Router-CT-39,IDF Room 2 - CT-39,ESW-CT39,Network Equipment,Network Engineer,2027-01-25,Edge switch for floor distribution,ESWCT3968402,Network Operations,"Power Supplies, SFP Modules",Cisco,
